CreationYear,CreationMonth,TagName,PostCount,Rank
"2010","6","sharepoint","217","95"
"2010","6","templates","215","96"
"2010","6","uitableview","210","97"
"2010","6","sqlite","209","98"
"2010","6","swing","207","99"
"2010","6","zend-framework","207","99"
"2010","7","c#","6688","1"
"2010","7","php","4612","2"
"2010","7","java","4522","3"
"2010","7","javascript","3874","4"
"2010","7","iphone","3803","5"
"2010","7","jquery","3521","6"
"2010","7","c++","2690","7"
"2010","7","asp.net","2610","8"
"2010","7",".net","2605","9"
"2010","7","python","2596","10"
"2010","7","android","2490","11"
"2010","7","html","2156","12"
"2010","7","objective-c","1934","13"
"2010","7","sql","1830","14"
"2010","7","mysql","1801","15"
"2010","7","ruby-on-rails","1479","16"
"2010","7","css","1414","17"
"2010","7","c","1288","18"
"2010","7","wpf","1106","19"
"2010","7","sql-server","1011","20"
"2010","7","ruby","911","21"
"2010","7","xml","830","22"
"2010","7","regex","805","23"
"2010","7","asp.net-mvc","794","24"
"2010","7","database","743","25"
"2010","7","django","718","26"
"2010","7","windows","698","27"
"2010","7","ajax","690","28"
"2010","7","vb.net","681","29"
"2010","7","silverlight","566","30"
"2010","7","linux","564","31"
"2010","7","xcode","528","32"
"2010","7","asp.net-mvc-2","520","33"
"2010","7","string","518","34"
"2010","7","multithreading","508","35"
"2010","7","performance","503","36"
"2010","7","arrays","503","36"
"2010","7","visual-studio","481","38"
"2010","7","winforms","481","38"
"2010","7","visual-studio-2010","479","40"
"2010","7","cocoa","472","41"
"2010","7","eclipse","469","42"
"2010","7","linq","452","43"
"2010","7","wcf","446","44"
"2010","7","flash","444","45"
"2010","7","ipad","441","46"
"2010","7","perl","437","47"
"2010","7","cocoa-touch","430","48"
"2010","7","apache-flex","409","49"
"2010","7","actionscript-3","407","50"
"2010","7","algorithm","405","51"
"2010","7","image","390","52"
"2010","7","web-services","389","53"
"2010","7","tsql","383","54"
"2010","7","json","381","55"
"2010","7","sql-server-2005","375","56"
"2010","7","macos","371","57"
"2010","7","forms","367","58"
"2010","7","visual-studio-2008","364","59"
"2010","7","oop","348","60"
"2010","7","wordpress","346","61"
"2010","7","facebook","344","62"
"2010","7","security","337","63"
"2010","7","delphi","334","64"
"2010","7","git","333","65"
"2010","7","drupal","331","66"
"2010","7","oracle","325","67"
"2010","7","unit-testing","318","68"
"2010","7","validation","316","69"
"2010","7","sql-server-2008","315","70"
"2010","7","nhibernate","314","71"
"2010","7","apache","311","72"
"2010","7","debugging","311","72"
"2010","7","google-app-engine","310","74"
"2010","7","excel","309","75"
"2010","7","hibernate","307","76"
"2010","7","spring","303","77"
"2010","7","jquery-ui","302","78"
"2010","7","ios4","288","79"
"2010","7","sqlite","282","80"
"2010","7","winapi","280","81"
"2010","7","file","279","82"
"2010","7","uitableview","263","83"
"2010","7","entity-framework","262","84"
"2010","7","qt","262","84"
"2010","7","user-interface","257","86"
"2010","7","http","252","87"
"2010","7","svn","251","88"
"2010","7","zend-framework","246","89"
"2010","7","email","246","89"
"2010","7","parsing","245","91"
"2010","7","linq-to-sql","245","91"
"2010","7","templates","241","93"
"2010","7","r","234","94"
"2010","7","internet-explorer","233","95"
"2010","7","cakephp","227","96"
"2010","7","events","226","97"
"2010","7","design-patterns","225","98"
"2010","7","vba","220","99"
"2010","7","database-design","214","100"
"2010","8","c#","6967","1"
"2010","8","php","5151","2"
"2010","8","java","4713","3"
"2010","8","javascript","4000","4"
"2010","8","jquery","3794","5"
"2010","8","iphone","3770","6"
"2010","8","android","2936","7"
"2010","8",".net","2743","8"
"2010","8","asp.net","2737","9"
"2010","8","c++","2638","10"
"2010","8","python","2494","11"
"2010","8","html","2211","12"
"2010","8","mysql","2007","13"
"2010","8","sql","1911","14"
"2010","8","objective-c","1872","15"
"2010","8","css","1536","16"
"2010","8","ruby-on-rails","1511","17"
"2010","8","c","1371","18"
"2010","8","wpf","1140","19"
"2010","8","sql-server","1078","20"
"2010","8","ruby","995","21"
"2010","8","regex","886","22"
"2010","8","xml","859","23"
"2010","8","asp.net-mvc","857","24"
"2010","8","database","805","25"
"2010","8","django","752","26"
"2010","8","ajax","747","27"
"2010","8","windows","726","28"
"2010","8","vb.net","621","29"
"2010","8","linux","575","30"
"2010","8","arrays","574","31"
"2010","8","asp.net-mvc-2","560","32"
"2010","8","string","549","33"
"2010","8","perl","548","34"
"2010","8","silverlight","539","35"
"2010","8","eclipse","539","35"
"2010","8","winforms","536","37"
"2010","8","visual-studio","532","38"
"2010","8","visual-studio-2010","511","39"
"2010","8","multithreading","499","40"
"2010","8","linq","481","41"
"2010","8","apache-flex","481","41"
"2010","8","performance","480","43"
"2010","8","flash","459","44"
"2010","8","cocoa-touch","454","45"
"2010","8","xcode","450","46"
"2010","8","actionscript-3","449","47"
"2010","8","cocoa","447","48"
"2010","8","wcf","444","49"
"2010","8","ipad","436","50"
"2010","8","algorithm","430","51"
"2010","8","macos","423","52"
"2010","8","sql-server-2005","411","53"
"2010","8","tsql","405","54"
"2010","8","wordpress","405","54"
"2010","8","oracle","405","54"
"2010","8","json","390","57"
"2010","8","drupal","384","58"
"2010","8","web-services","366","59"
"2010","8","image","364","60"
"2010","8","security","361","61"
"2010","8","facebook","358","62"
"2010","8","delphi","354","63"
"2010","8","apache","347","64"
"2010","8","hibernate","341","65"
"2010","8","ios","340","66"
"2010","8","forms","338","67"
"2010","8","sql-server-2008","337","68"
"2010","8","winapi","331","69"
"2010","8","unit-testing","328","70"
"2010","8","oop","320","71"
"2010","8","git","314","72"
"2010","8","zend-framework","307","73"
"2010","8","sqlite","294","74"
"2010","8","internet-explorer","293","75"
"2010","8","validation","290","76"
"2010","8","spring","290","76"
"2010","8","user-interface","284","78"
"2010","8","r","283","79"
"2010","8","excel","281","80"
"2010","8","google-app-engine","277","81"
"2010","8","nhibernate","274","82"
"2010","8","visual-studio-2008","270","83"
"2010","8","entity-framework","270","83"
"2010","8","orm","268","85"
"2010","8","qt","261","86"
"2010","8","uitableview","259","87"
"2010","8","jquery-ui","258","88"
"2010","8","svn","257","89"
"2010","8","debugging","255","90"
"2010","8","events","251","91"
"2010","8","class","247","92"
"2010","8","visual-c++","243","93"
"2010","8","list","235","94"
"2010","8","file","231","95"
"2010","8","http","231","95"
"2010","8","templates","230","97"
"2010","8","ios4","229","98"
"2010","8","bash","229","98"
"2010","8","jsf","225","100"
"2010","9","c#","6406","1"
"2010","9","java","4723","2"
"2010","9","php","4702","3"
"2010","9","javascript","3998","4"
"2010","9","jquery","3673","5"
"2010","9","iphone","3519","6"
"2010","9","android","2781","7"
"2010","9","c++","2744","8"
"2010","9",".net","2692","9"
"2010","9","asp.net","2518","10"
"2010","9","python","2252","11"
"2010","9","html","2090","12"
"2010","9","mysql","1854","13"
"2010","9","sql","1740","14"
"2010","9","objective-c","1650","15"
"2010","9","ruby-on-rails","1639","16"
"2010","9","c","1381","17"
"2010","9","css","1373","18"
"2010","9","wpf","1118","19"
"2010","9","sql-server","1051","20"
"2010","9","ruby","938","21"
"2010","9","asp.net-mvc","878","22"
"2010","9","regex","866","23"
"2010","9","xml","807","24"
"2010","9","django","721","25"
"2010","9","ajax","711","26"
"2010","9","windows","682","27"
"2010","9","database","636","28"
"2010","9","linux","620","29"
"2010","9","vb.net","591","30"
"2010","9","arrays","591","30"
"2010","9","visual-studio","582","32"
"2010","9","silverlight","566","33"
"2010","9","wcf","536","34"
"2010","9","string","533","35"
"2010","9","visual-studio-2010","518","36"
"2010","9","eclipse","514","37"
"2010","9","xcode","503","38"
"2010","9","asp.net-mvc-2","501","39"
"2010","9","multithreading","498","40"
"2010","9","winforms","473","41"
"2010","9","cocoa-touch","466","42"
"2010","9","perl","460","43"
"2010","9","performance","452","44"
"2010","9","linq","442","45"
"2010","9","ios","438","46"
"2010","9","ipad","435","47"
"2010","9","actionscript-3","433","48"
"2010","9","flash","426","49"
"2010","9","apache-flex","401","50"
"2010","9","json","396","51"
"2010","9","algorithm","379","52"
"2010","9","tsql","372","53"
"2010","9","image","371","54"
"2010","9","web-services","365","55"
"2010","9","sql-server-2005","364","56"
"2010","9","security","358","57"
"2010","9","unit-testing","351","58"
"2010","9","macos","348","59"
"2010","9","cocoa","341","60"
"2010","9","hibernate","338","61"
"2010","9","forms","337","62"
"2010","9","facebook","333","63"
"2010","9","ruby-on-rails-3","326","64"
"2010","9","oracle","324","65"
"2010","9","validation","324","65"
"2010","9","git","321","67"
"2010","9","delphi","319","68"
"2010","9","spring","313","69"
"2010","9","wordpress","313","69"
"2010","9","nhibernate","307","71"
"2010","9","visual-studio-2008","304","72"
"2010","9","debugging","299","73"
"2010","9","excel","291","74"
"2010","9","zend-framework","291","74"
"2010","9","internet-explorer","291","74"
"2010","9","file","291","74"
"2010","9","ios4","287","78"
"2010","9","apache","286","79"
"2010","9","sql-server-2008","278","80"
"2010","9","user-interface","278","80"
"2010","9","bash","271","82"
"2010","9","oop","269","83"
"2010","9","entity-framework","269","83"
"2010","9","jquery-ui","264","85"
"2010","9","drupal","263","86"
"2010","9","qt","257","87"
"2010","9","templates","255","88"
"2010","9","sqlite","251","89"
"2010","9","google-app-engine","250","90"
"2010","9","svn","247","91"
"2010","9","orm","246","92"
"2010","9","r","236","93"
"2010","9","design-patterns","235","94"
"2010","9","uitableview","233","95"
"2010","9",".htaccess","230","96"
"2010","9","shell","227","97"
"2010","9","scala","225","98"
"2010","9","winapi","220","99"
"2010","9","class","218","100"
"2010","10","c#","6745","1"
"2010","10","java","5033","2"
"2010","10","php","4525","3"
"2010","10","javascript","4118","4"
"2010","10","jquery","3771","5"
"2010","10","iphone","3574","6"
